"","level","date","state_fips","state_code","county_fips","county","pop_stay_at_home","pop_not_stay_at_home","trips","trips_1","trips_1_3","trips_3_5","trips_5_10","trips_10_25","trips_25_50","trips_50_100","trips_100_250","trips_250_500","trips_500"
"1549807","County",2020-05-30,49,"UT",49017,"Garfield County",1752,3328,12169,2720,3645,819,691,1949,1270,764,248,46,17
"1549808","County",2020-05-30,49,"UT",49019,"Grand County",2246,7518,36364,12224,8660,1821,1904,3934,4943,1752,677,338,111
"1549809","County",2020-05-30,49,"UT",49021,"Iron County",13493,39282,175407,41564,49576,20671,20186,20600,11117,6140,4017,1329,207
"1549810","County",2020-05-30,49,"UT",49023,"Juab County",2971,8584,35673,6266,8327,3641,3655,5409,4114,2604,961,659,37
"1549811","County",2020-05-30,49,"UT",49025,"Kane County",2355,5354,24588,6562,4932,4093,3119,3275,692,1400,377,111,27
"1549812","County",2020-05-30,49,"UT",49027,"Millard County",2095,10911,50669,11095,10138,3653,7903,9904,2557,2921,2269,185,44
"1549813","County",2020-05-30,49,"UT",49029,"Morgan County",2052,9993,45838,7126,10895,7812,4996,9135,3801,1285,559,133,96
"1549814","County",2020-05-30,49,"UT",49031,"Piute County",378,1067,5163,710,549,74,1284,1080,1006,318,142,0,0
"1549815","County",2020-05-30,49,"UT",49033,"Rich County",588,1876,7283,1820,1178,1169,791,1169,525,459,164,0,8
"1549816","County",2020-05-30,49,"UT",49035,"Salt Lake County",286705,865928,4349727,1218640,1200840,574766,659882,478975,123014,44198,35540,9540,4332
"1549817","County",2020-05-30,49,"UT",49037,"San Juan County",3846,11603,50463,15682,11906,3171,3868,4796,3909,4581,1958,510,82
"1549818","County",2020-05-30,49,"UT",49039,"Sanpete County",6949,23674,139030,31163,25947,34281,16347,16629,8327,3994,2051,217,74
"1549819","County",2020-05-30,49,"UT",49043,"Summit County",9104,32829,140711,30953,33135,16615,23549,23588,8021,2351,1346,452,701
"1549820","County",2020-05-30,49,"UT",49045,"Tooele County",17168,52739,237767,56631,64013,17185,27593,31922,25337,9242,4075,1292,477
"1549821","County",2020-05-30,49,"UT",49047,"Uintah County",7030,28408,133662,28018,43065,18729,15344,15197,8541,1709,2122,596,341
"1549822","County",2020-05-30,49,"UT",49049,"Utah County",150514,471699,2143670,580147,589480,255559,265786,280436,110361,29965,24088,5433,2415
"1549823","County",2020-05-30,49,"UT",49051,"Wasatch County",7531,25709,114394,27582,34788,15551,13766,10499,10055,982,657,237,277
"1549824","County",2020-05-30,49,"UT",49053,"Washington County",39954,131746,534507,115759,124845,71916,96107,77470,20097,13710,11019,3075,509
"1549825","County",2020-05-30,49,"UT",49055,"Wayne County",480,2210,11119,1452,5105,327,563,1820,1396,276,143,37,0
"1549826","County",2020-05-30,49,"UT",49057,"Weber County",61973,194386,926734,262298,248993,118716,137153,84316,43036,18636,9957,2620,1009
"1553175","County",2020-02-24,49,"UT",49001,"Beaver County",1885,4695,30502,10389,9793,1149,1318,1953,3282,1789,722,87,20
"1553176","County",2020-02-24,49,"UT",49003,"Box Elder County",10985,43965,210703,47416,54230,23004,17915,37441,16731,8608,4139,1044,175
"1553177","County",2020-02-24,49,"UT",49005,"Cache County",25661,101407,509894,132311,158997,63084,67303,50224,18389,9891,6395,1676,1624
"1553178","County",2020-02-24,49,"UT",49007,"Carbon County",4817,15452,78078,22083,27867,4466,8234,7137,4630,2196,1265,137,63
"1553179","County",2020-02-24,49,"UT",49009,"Daggett County",298,682,3911,918,417,381,727,691,603,155,19,0,0
"1553180","County",2020-02-24,49,"UT",49011,"Davis County",66659,285054,1464110,381664,377432,178981,198671,198625,95183,17515,9702,3643,2694
"1553181","County",2020-02-24,49,"UT",49013,"Duchesne County",4647,15317,73102,18302,12750,8001,9660,11635,8918,3154,439,160,83
"1553182","County",2020-02-24,49,"UT",49015,"Emery County",2365,7649,40058,8479,5323,4858,5923,6795,6480,1434,728,38,0
"1553183","County",2020-02-24,49,"UT",49017,"Garfield County",2291,2789,12972,4898,3416,415,132,898,1870,1233,42,20,48
"1553184","County",2020-02-24,49,"UT",49019,"Grand County",2288,7476,40140,16265,9570,2671,1851,4678,2845,1093,941,111,115
"1553185","County",2020-02-24,49,"UT",49021,"Iron County",10846,41929,228903,55404,65862,27364,27638,29122,10971,7982,3587,728,245
"1553186","County",2020-02-24,49,"UT",49023,"Juab County",2873,8682,39221,9929,9538,2912,4513,4008,4587,2842,534,289,69
"1553187","County",2020-02-24,49,"UT",49025,"Kane County",2119,5590,31306,7754,9115,4080,2659,4995,1011,1288,268,86,50
"1553188","County",2020-02-24,49,"UT",49027,"Millard County",2080,10926,54683,12971,12591,3844,8936,7286,2690,3280,2798,112,175
"1553189","County",2020-02-24,49,"UT",49029,"Morgan County",2043,10002,46154,5800,9071,5466,4450,11945,7826,810,407,161,218
"1553190","County",2020-02-24,49,"UT",49031,"Piute County",276,1169,6408,1364,622,84,1637,1406,938,268,89,0,0
"1553191","County",2020-02-24,49,"UT",49033,"Rich County",436,2028,11397,1678,1954,1816,1636,2521,1191,455,143,0,3
"1553192","County",2020-02-24,49,"UT",49035,"Salt Lake County",233490,919143,4986663,1335090,1220232,646079,840796,702000,148164,43091,37130,8921,5160
"1553193","County",2020-02-24,49,"UT",49037,"San Juan County",2897,12552,62476,19546,15038,5459,3560,4833,6062,6059,1496,396,27
"1553194","County",2020-02-24,49,"UT",49039,"Sanpete County",6474,24149,122644,33796,23326,15167,15963,18970,7742,5274,1758,375,273
"1553195","County",2020-02-24,49,"UT",49041,"Sevier County",5088,16451,94383,22802,29384,6514,9968,12857,5702,3686,2673,620,177
"1553196","County",2020-02-24,49,"UT",49043,"Summit County",7806,34127,174739,40171,41712,22089,28953,26398,11023,2082,1113,340,858
"1553197","County",2020-02-24,49,"UT",49045,"Tooele County",13045,56862,292717,72787,70354,28718,30053,35698,44402,6507,2821,759,618
"1553198","County",2020-02-24,49,"UT",49047,"Uintah County",6252,29186,126225,22701,34358,16839,16413,21720,8578,2072,2487,813,244
"1553199","County",2020-02-24,49,"UT",49049,"Utah County",121181,501032,2581713,648640,657557,308112,372051,396257,140601,33998,16070,4565,3862
"1553200","County",2020-02-24,49,"UT",49051,"Wasatch County",6054,27186,146392,36945,41946,17508,13184,21559,13207,699,648,400,296
"1553201","County",2020-02-24,49,"UT",49053,"Washington County",31077,140623,694365,135640,163971,107790,140916,105835,19641,9809,7441,2171,1151
"1553202","County",2020-02-24,49,"UT",49055,"Wayne County",306,2384,17245,3733,4969,806,2061,2156,1936,1095,408,81,0
"1553203","County",2020-02-24,49,"UT",49057,"Weber County",50031,206328,1011280,236728,256792,140673,176721,117596,52632,20708,6409,2030,991
"1556317","County",2020-02-25,49,"UT",49001,"Beaver County",1731,4849,24861,8134,6630,1545,1194,1847,2765,1918,722,97,9
"1556318","County",2020-02-25,49,"UT",49003,"Box Elder County",10186,44764,217833,55405,56282,19755,17476,38425,18125,7831,3432,758,344
"1556319","County",2020-02-25,49,"UT",49005,"Cache County",26279,100789,503759,137659,146530,60171,68093,57827,18900,8759,3665,1258,897
"1556320","County",2020-02-25,49,"UT",49007,"Carbon County",4540,15729,74043,21694,24567,5597,8239,6169,3922,2227,1305,184,139
"1556321","County",2020-02-25,49,"UT",49009,"Daggett County",284,696,4780,933,598,527,963,772,744,232,11,0,0
"1556322","County",2020-02-25,49,"UT",49011,"Davis County",65985,285728,1417559,371332,359041,176707,197341,186318,91849,17811,11486,2961,2713
"1556323","County",2020-02-25,49,"UT",49013,"Duchesne County",4396,15568,80619,21194,13692,10958,11332,12706,7775,1799,1015,103,45
"1556324","County",2020-02-25,49,"UT",49015,"Emery County",2287,7727,39792,8497,5504,3171,3249,12078,4223,2299,720,51,0
"1556325","County",2020-02-25,49,"UT",49017,"Garfield County",1856,3224,14075,4015,4500,227,336,1494,1861,1239,376,12,15
"1556326","County",2020-02-25,49,"UT",49019,"Grand County",2214,7550,50735,19866,10876,3463,2210,5217,7249,1064,432,266,92
"1556327","County",2020-02-25,49,"UT",49021,"Iron County",11308,41467,203884,46148,58349,26095,24497,24858,11630,7850,3330,873,254
"1556328","County",2020-02-25,49,"UT",49023,"Juab County",2739,8816,44537,10674,8887,4881,4376,5540,6397,3201,295,256,30
"1556329","County",2020-02-25,49,"UT",49025,"Kane County",1747,5962,31403,6620,8814,5012,2540,5397,849,1821,256,15,79
"1556330","County",2020-02-25,49,"UT",49027,"Millard County",2235,10771,59153,14227,15429,3589,8687,8687,3382,2192,2752,105,103
"1556331","County",2020-02-25,49,"UT",49029,"Morgan County",2119,9926,44967,6172,10480,6038,5907,9315,5440,935,397,0,283
"1556332","County",2020-02-25,49,"UT",49031,"Piute County",242,1203,7097,1497,818,100,1690,1444,1205,252,91,0,0
"1556333","County",2020-02-25,49,"UT",49033,"Rich County",402,2062,12290,1995,2094,2043,1777,2557,1072,613,139,0,0
"1556334","County",2020-02-25,49,"UT",49035,"Salt Lake County",225914,926719,4826279,1303843,1171886,621164,810427,686590,135452,41373,41951,8871,4722
"1556335","County",2020-02-25,49,"UT",49037,"San Juan County",2791,12658,63641,15763,18510,6169,2893,6314,8116,4104,1545,161,66
"1556336","County",2020-02-25,49,"UT",49039,"Sanpete County",6466,24157,124433,31472,24441,19307,13270,19364,7676,6636,1854,146,267
"1556337","County",2020-02-25,49,"UT",49041,"Sevier County",4607,16932,87123,22945,23497,5452,8949,13027,6561,2474,2826,1249,143
"1556338","County",2020-02-25,49,"UT",49043,"Summit County",7850,34083,175072,39875,45271,22971,26885,27116,9722,1319,1014,401,498
"1556339","County",2020-02-25,49,"UT",49045,"Tooele County",12238,57669,283942,62294,68521,25461,31756,38608,44524,8937,2459,821,561
"1556340","County",2020-02-25,49,"UT",49047,"Uintah County",6339,29099,128207,24229,36492,19158,15475,16871,8486,4298,2445,579,174
"1556341","County",2020-02-25,49,"UT",49049,"Utah County",119547,502666,2487095,663770,616003,297140,331337,389692,136896,28658,16806,3162,3631
"1556342","County",2020-02-25,49,"UT",49051,"Wasatch County",5626,27614,136032,32786,38328,16005,14580,19459,11853,1064,1426,221,310
"1556343","County",2020-02-25,49,"UT",49053,"Washington County",31504,140196,665352,129027,154015,103053,133804,110808,18216,7659,5401,2443,926
"1556344","County",2020-02-25,49,"UT",49055,"Wayne County",254,2436,21194,4532,6123,975,2495,2805,2453,1273,454,84,0
"1556345","County",2020-02-25,49,"UT",49057,"Weber County",48873,207486,1029446,266555,244780,140996,172748,121511,55823,17500,6830,1846,857
"1559460","County",2020-02-26,49,"UT",49001,"Beaver County",1766,4814,22667,7420,6345,772,962,3112,2508,1028,395,108,17
"1559461","County",2020-02-26,49,"UT",49003,"Box Elder County",9979,44971,209346,51781,56456,16771,17682,37312,16294,7125,4936,884,105
"1559462","County",2020-02-26,49,"UT",49005,"Cache County",22760,104308,559049,149555,184406,70709,67458,52367,18583,8620,6243,774,334
"1559463","County",2020-02-26,49,"UT",49007,"Carbon County",3948,16321,88128,25629,29833,5532,9817,8217,4406,3351,845,420,78
"1559464","County",2020-02-26,49,"UT",49009,"Daggett County",215,765,5694,1165,713,581,1121,1089,818,190,17,0,0
"1559465","County",2020-02-26,49,"UT",49011,"Davis County",61762,289951,1448286,382073,369510,174950,198438,201134,92149,15982,10388,2101,1561
"1559466","County",2020-02-26,49,"UT",49013,"Duchesne County",3717,16247,91330,24269,18219,6781,10752,14076,10180,5400,1421,185,47
"1559467","County",2020-02-26,49,"UT",49015,"Emery County",1991,8023,36845,4250,4904,2393,6353,9292,6648,2035,936,34,0
"1559468","County",2020-02-26,49,"UT",49017,"Garfield County",1733,3347,12586,3855,2641,693,896,1312,2428,515,246,0,0
"1559469","County",2020-02-26,49,"UT",49019,"Grand County",2090,7674,38777,13202,12662,2784,2120,2921,4233,433,290,132,0
"1559470","County",2020-02-26,49,"UT",49021,"Iron County",9926,42849,218687,47410,66822,29874,30595,20883,13370,6568,2391,672,102
"1559471","County",2020-02-26,49,"UT",49023,"Juab County",2090,9465,48712,11433,11135,6267,2989,6827,5688,3706,479,139,49
"1559472","County",2020-02-26,49,"UT",49025,"Kane County",1552,6157,31977,6482,10625,2716,2645,5977,1050,1874,532,54,22
"1559473","County",2020-02-26,49,"UT",49027,"Millard County",1904,11102,76648,24107,18883,5418,11834,9279,3251,2733,935,196,12
"1559474","County",2020-02-26,49,"UT",49029,"Morgan County",1737,10308,45608,5271,9392,9169,4446,11384,4477,1006,227,90,146
"1559475","County",2020-02-26,49,"UT",49031,"Piute County",206,1239,9177,1615,894,130,2428,1951,1610,312,237,0,0
"1559476","County",2020-02-26,49,"UT",49033,"Rich County",322,2142,14751,2325,2376,2533,1864,2936,1583,958,176,0,0
"1559477","County",2020-02-26,49,"UT",49035,"Salt Lake County",196216,956417,5119020,1274102,1364423,707219,871499,689936,128091,37094,38211,5473,2972
"1559478","County",2020-02-26,49,"UT",49037,"San Juan County",2714,12735,64982,16458,13849,6665,5383,5616,7735,7415,1729,132,0
"1559479","County",2020-02-26,49,"UT",49039,"Sanpete County",5647,24976,145138,34903,25974,28929,14257,23277,9127,6399,1859,371,42
"1559480","County",2020-02-26,49,"UT",49041,"Sevier County",3879,17660,87608,21895,24665,6228,9907,10916,7056,3446,2279,1141,75
"1559481","County",2020-02-26,49,"UT",49043,"Summit County",6804,35129,164825,31464,37104,22864,28355,27893,12943,1976,1366,127,733
"1559482","County",2020-02-26,49,"UT",49045,"Tooele County",11862,58045,278341,64048,79380,21281,24633,34425,43497,7316,2953,557,251
"1559483","County",2020-02-26,49,"UT",49047,"Uintah County",5722,29716,141864,29755,51391,15803,18001,14135,8683,1431,2343,137,185
"1559484","County",2020-02-26,49,"UT",49049,"Utah County",104584,517629,2588200,642427,698517,324945,350419,399484,128680,25822,13659,2479,1768
"1559485","County",2020-02-26,49,"UT",49051,"Wasatch County",5168,28072,122608,23974,37361,16479,12862,20911,9401,901,345,266,108
"1559486","County",2020-02-26,49,"UT",49053,"Washington County",28597,143103,679835,140755,169459,109244,140965,84367,19113,7457,6944,1089,442
"1559487","County",2020-02-26,49,"UT",49055,"Wayne County",199,2491,26807,5794,7621,1268,3138,3429,3331,1482,637,107,0
"1559488","County",2020-02-26,49,"UT",49057,"Weber County",46822,209537,1052074,260619,290941,141031,164729,113472,55983,16897,6138,1592,672
"1564059","County",2019-01-16,49,"UT",49001,"Beaver County",1883,4677,22710,7574,6977,793,1348,1225,2566,1464,672,81,10
"1564060","County",2019-01-16,49,"UT",49003,"Box Elder County",10435,44347,200886,52430,54879,17173,14860,32521,15893,8018,3895,890,327
"1564061","County",2019-01-16,49,"UT",49005,"Cache County",24631,102049,452036,116945,147084,53409,60128,43432,12394,10633,5118,1937,956
"1564062","County",2019-01-16,49,"UT",49007,"Carbon County",4731,15476,76193,25272,25983,6084,6253,4682,4103,1872,1594,291,59
"1564063","County",2019-01-16,49,"UT",49009,"Daggett County",379,598,2292,382,442,286,143,156,845,33,5,0,0
"1564064","County",2019-01-16,49,"UT",49011,"Davis County",63794,286844,1368213,349968,370237,158780,177457,184517,91657,18490,9097,4687,3323
"1564065","County",2019-01-16,49,"UT",49013,"Duchesne County",4603,15300,76964,17839,14424,9219,13447,9873,7990,2129,1704,262,77
"1564066","County",2019-01-16,49,"UT",49015,"Emery County",2229,7754,32951,8939,4728,2179,2340,5539,6610,1747,812,57,0
"1564067","County",2019-01-16,49,"UT",49017,"Garfield County",2033,3031,13475,4307,2913,365,664,1847,2206,698,395,50,30
"1564068","County",2019-01-16,49,"UT",49019,"Grand County",2291,7443,34810,13035,10388,3450,1956,2857,1246,949,703,170,56
"1564069","County",2019-01-16,49,"UT",49021,"Iron County",10738,41876,208471,52947,63434,27238,26096,16443,7844,8558,3928,1530,453
"1564070","County",2019-01-16,49,"UT",49023,"Juab County",2745,8775,38392,7656,9060,4410,2595,4105,6276,2834,1035,356,65
"1564071","County",2019-01-16,49,"UT",49025,"Kane County",1968,5717,28472,7965,5633,3151,3097,5214,586,2102,539,168,17
"1564072","County",2019-01-16,49,"UT",49027,"Millard County",2374,10592,51582,14586,11296,3788,6306,8584,2251,2885,1570,221,95
"1564073","County",2019-01-16,49,"UT",49029,"Morgan County",2105,9903,36157,4456,6338,4100,3559,9648,6682,1005,204,62,103
"1564074","County",2019-01-16,49,"UT",49031,"Piute County",408,1033,4065,605,436,75,955,569,1204,190,31,0,0
"1564075","County",2019-01-16,49,"UT",49033,"Rich County",489,1967,7433,1835,1384,1177,587,1087,1063,180,109,0,11
"1564076","County",2019-01-16,49,"UT",49035,"Salt Lake County",213459,935651,4316649,1125831,1043226,553009,741293,630262,127440,35057,31848,18357,10326
"1564077","County",2019-01-16,49,"UT",49037,"San Juan County",2931,12471,56822,12015,16834,4962,3133,6672,5541,5860,1377,401,27
"1564078","County",2019-01-16,49,"UT",49039,"Sanpete County",6733,23796,111769,30288,20409,13066,12352,20507,7742,4668,2232,352,153
"1564079","County",2019-01-16,49,"UT",49041,"Sevier County",4296,17177,79262,24585,16838,5634,7881,11875,4063,2547,4099,1414,326
"1564080","County",2019-01-16,49,"UT",49043,"Summit County",7195,34610,161021,33707,38206,21373,27453,23298,11963,2503,1081,404,1033
"1564081","County",2019-01-16,49,"UT",49045,"Tooele County",12277,57416,262292,55585,69384,22762,27895,34095,41134,6752,3060,1088,537
"1564082","County",2019-01-16,49,"UT",49047,"Uintah County",6596,28734,121336,22269,40371,18084,13608,12618,8296,2353,3252,187,298
"1564083","County",2019-01-16,49,"UT",49049,"Utah County",117532,502779,2244943,547279,585997,278947,301985,331178,140167,30816,15571,8154,4849
"1564084","County",2019-01-16,49,"UT",49051,"Wasatch County",5599,27539,130573,30084,37511,13197,15043,19114,13468,911,571,285,389
"1564085","County",2019-01-16,49,"UT",49053,"Washington County",30424,140751,621743,116775,159379,102214,124618,80416,18840,8084,6740,3193,1484
"1564086","County",2019-01-16,49,"UT",49055,"Wayne County",408,2274,8766,574,2368,255,1620,1505,928,1122,394,0,0
"1564087","County",2019-01-16,49,"UT",49057,"Weber County",47932,207643,920956,229471,243039,125528,149543,92330,52000,18770,5770,2483,2022
"1567201","County",2019-01-17,49,"UT",49001,"Beaver County",1587,4973,21310,4862,7380,1256,1043,2008,2383,1622,669,75,12
"1567202","County",2019-01-17,49,"UT",49003,"Box Elder County",10417,44365,226638,64385,60699,14729,17666,37766,18020,8169,3626,1122,456
"1567203","County",2019-01-17,49,"UT",49005,"Cache County",24634,102046,461011,119238,149070,55036,61886,42775,13434,11079,5115,2435,943
"1567204","County",2019-01-17,49,"UT",49007,"Carbon County",4674,15533,67573,17517,25589,5624,6137,5069,4122,1756,1431,248,80
"1567205","County",2019-01-17,49,"UT",49009,"Daggett County",421,556,2902,424,547,283,143,622,839,33,11,0,0
"1567206","County",2019-01-17,49,"UT",49011,"Davis County",64936,285702,1372964,364965,366889,149598,176982,183789,92707,19614,10234,4803,3383
"1567207","County",2019-01-17,49,"UT",49013,"Duchesne County",4371,15532,77768,15235,14945,10503,13628,12523,7086,2143,1392,255,58
"1567208","County",2019-01-17,49,"UT",49015,"Emery County",2334,7649,35032,9447,5160,1867,2369,6931,6863,1447,877,71,0
"1567209","County",2019-01-17,49,"UT",49017,"Garfield County",2029,3035,11845,3115,3782,219,334,1046,2082,781,378,69,39
"1567210","County",2019-01-17,49,"UT",49019,"Grand County",2261,7473,36178,12384,11044,2989,1824,2941,2692,1323,612,278,91
"1567211","County",2019-01-17,49,"UT",49021,"Iron County",10830,41784,213810,49223,68873,28940,27007,15536,7295,10968,3923,1638,407
"1567212","County",2019-01-17,49,"UT",49023,"Juab County",2671,8849,38125,8767,10221,4042,3549,3138,4360,2698,934,323,93
"1567213","County",2019-01-17,49,"UT",49025,"Kane County",2019,5666,30873,9355,6697,2093,2955,5914,1019,2212,516,76,36
"1567214","County",2019-01-17,49,"UT",49027,"Millard County",2217,10749,56015,9674,13127,2931,7326,13744,2702,3551,2609,282,69
"1567215","County",2019-01-17,49,"UT",49029,"Morgan County",2035,9973,39200,5104,8280,4336,3907,8562,7470,1058,300,49,134
"1567216","County",2019-01-17,49,"UT",49031,"Piute County",375,1066,3659,547,261,19,562,1090,943,138,99,0,0
"1567217","County",2019-01-17,49,"UT",49033,"Rich County",454,2002,8587,1562,1122,2331,688,1433,1068,278,94,0,11
"1567218","County",2019-01-17,49,"UT",49035,"Salt Lake County",217876,931234,4420222,1137183,1093619,583100,748168,627032,130540,35983,37064,17142,10391
"1567219","County",2019-01-17,49,"UT",49037,"San Juan County",2759,12643,58168,15045,14635,5594,3359,6320,4812,6520,1279,558,46
"1567220","County",2019-01-17,49,"UT",49039,"Sanpete County",6724,23805,122706,34443,25032,14081,12551,20435,7831,5959,1974,272,128
"1567221","County",2019-01-17,49,"UT",49041,"Sevier County",4196,17277,72390,16564,18038,5769,6044,12743,4734,2281,4450,1450,317
"1567222","County",2019-01-17,49,"UT",49043,"Summit County",7231,34574,156259,32514,37707,20775,26501,22612,11740,1866,1042,542,960
"1567223","County",2019-01-17,49,"UT",49045,"Tooele County",12165,57528,269249,60773,69088,20436,28420,36207,40809,7351,4186,1480,499
"1567224","County",2019-01-17,49,"UT",49047,"Uintah County",6471,28859,129527,24187,44329,19797,13818,12024,8546,2512,3684,292,338
"1567225","County",2019-01-17,49,"UT",49049,"Utah County",118318,501993,2288338,571553,603107,275671,305767,328357,144955,29996,15828,8303,4801
"1567226","County",2019-01-17,49,"UT",49051,"Wasatch County",5767,27371,127123,29879,36776,11951,16335,17912,11717,1250,627,382,294
"1567227","County",2019-01-17,49,"UT",49053,"Washington County",30309,140866,626425,118594,158813,108539,124748,76826,18896,8094,7049,3519,1347
"1567228","County",2019-01-17,49,"UT",49055,"Wayne County",418,2264,8505,654,2839,174,1214,1424,954,884,345,17,0
"1567229","County",2019-01-17,49,"UT",49057,"Weber County",48214,207361,958679,242600,241468,128141,162838,101730,52732,19542,5196,2373,2059
"1570343","County",2019-01-18,49,"UT",49001,"Beaver County",1782,4778,24956,5566,9519,1257,1112,1299,3474,1875,757,83,14
"1570344","County",2019-01-18,49,"UT",49003,"Box Elder County",10754,44028,215232,55684,54177,18427,18206,36466,17712,9231,3808,1154,367
"1570345","County",2019-01-18,49,"UT",49005,"Cache County",25135,101545,476582,113357,164369,60017,59625,43730,15182,11493,5126,2519,1164
"1570346","County",2019-01-18,49,"UT",49007,"Carbon County",4832,15375,76560,22252,27443,4966,8089,5795,3874,2357,1484,208,92
"1570347","County",2019-01-18,49,"UT",49009,"Daggett County",428,549,2702,682,487,0,288,279,852,111,3,0,0
"1570348","County",2019-01-18,49,"UT",49011,"Davis County",64965,285673,1455768,370666,387220,174519,194394,192859,95174,18976,12498,5540,3922
"1570349","County",2019-01-18,49,"UT",49013,"Duchesne County",5091,14812,78155,15294,15529,10796,12935,11300,7487,2627,1692,422,73
"1570350","County",2019-01-18,49,"UT",49015,"Emery County",2154,7829,37480,9608,6343,2425,3383,6192,6793,1854,830,52,0
"1570351","County",2019-01-18,49,"UT",49017,"Garfield County",1922,3142,13041,3469,3336,583,495,1400,2599,732,349,35,43
"1570352","County",2019-01-18,49,"UT",49019,"Grand County",2207,7527,37205,13966,10815,3481,1491,3166,2160,1187,642,179,118
"1570353","County",2019-01-18,49,"UT",49021,"Iron County",10945,41669,222245,57839,64342,29714,29077,15576,10469,8962,4265,1648,353
"1570354","County",2019-01-18,49,"UT",49023,"Juab County",2577,8943,37609,8073,10207,2942,2352,4233,5401,2921,1159,269,52
"1570355","County",2019-01-18,49,"UT",49025,"Kane County",1934,5751,33485,9317,7980,1955,2784,7201,1266,2277,540,125,40
"1570356","County",2019-01-18,49,"UT",49027,"Millard County",2166,10800,74003,17867,20179,6014,9285,11942,2912,3652,1913,204,35
"1570357","County",2019-01-18,49,"UT",49029,"Morgan County",2122,9886,40551,5917,7079,4679,3847,10581,6894,1011,277,156,110
"1570358","County",2019-01-18,49,"UT",49031,"Piute County",383,1058,3577,426,585,61,367,768,1007,196,167,0,0
"1570359","County",2019-01-18,49,"UT",49033,"Rich County",460,1996,6600,861,1105,980,435,1830,963,336,76,0,14
"1570360","County",2019-01-18,49,"UT",49035,"Salt Lake County",218663,930447,4565484,1129673,1137861,605307,797013,651917,137094,35992,41155,18498,10974
"1570361","County",2019-01-18,49,"UT",49037,"San Juan County",2834,12568,62329,16173,16722,5128,2963,6911,5661,6949,1197,565,60
"1570362","County",2019-01-18,49,"UT",49039,"Sanpete County",6924,23605,126705,30129,26246,16018,13950,22996,8905,5343,2644,326,148
"1570363","County",2019-01-18,49,"UT",49041,"Sevier County",4724,16749,78039,19605,17806,5695,8351,12640,5224,2611,4422,1436,249
"1570364","County",2019-01-18,49,"UT",49043,"Summit County",7626,34179,161881,34177,41831,22178,27012,21598,10702,1971,887,515,1010
"1570365","County",2019-01-18,49,"UT",49045,"Tooele County",12355,57338,283116,53827,73912,27956,34313,38004,42897,7090,3392,1023,702
"1570366","County",2019-01-18,49,"UT",49047,"Uintah County",6892,28438,138124,26064,49701,19738,13114,15179,7322,2392,3933,407,274
"1570367","County",2019-01-18,49,"UT",49049,"Utah County",118814,501497,2396766,571513,633328,308673,341851,333750,143559,31470,18502,8576,5544
"1570368","County",2019-01-18,49,"UT",49051,"Wasatch County",5587,27551,126988,26739,37474,12919,16308,19757,10657,1436,843,412,443
"1570369","County",2019-01-18,49,"UT",49053,"Washington County",30993,140182,665144,115048,174834,113953,126297,89151,21596,10391,8905,3535,1434
"1570370","County",2019-01-18,49,"UT",49055,"Wayne County",340,2342,10317,909,3821,377,1221,1371,1739,555,324,0,0
"1570371","County",2019-01-18,49,"UT",49057,"Weber County",48576,206999,1002821,241564,261653,141557,171557,104951,53209,17632,6037,2652,2009
"1574023","County",2020-05-21,49,"UT",49001,"Beaver County",1144,5436,34744,12298,9466,1412,1827,3226,3059,2355,1042,52,7
"1574024","County",2020-05-21,49,"UT",49003,"Box Elder County",10737,44213,199832,56830,49802,19381,16518,28576,14127,8150,5258,963,227
"1574025","County",2020-05-21,49,"UT",49005,"Cache County",23874,103194,491441,133399,141338,60905,69895,51589,22460,6268,3833,1607,147
"1574026","County",2020-05-21,49,"UT",49007,"Carbon County",4692,15577,71417,14204,21248,6420,8502,11326,3923,4167,1203,407,17
"1574027","County",2020-05-21,49,"UT",49009,"Daggett County",333,647,4729,1155,602,580,699,837,707,124,25,0,0
"1574028","County",2020-05-21,49,"UT",49011,"Davis County",67331,284382,1396819,418941,346402,170434,175835,160231,83159,18286,18196,4180,1155
"1574029","County",2020-05-21,49,"UT",49013,"Duchesne County",4105,15859,73508,17897,18522,9714,5325,8688,7503,3842,825,1127,65
"1574030","County",2020-05-21,49,"UT",49015,"Emery County",2036,7978,35339,7033,4111,3008,3328,8019,6555,2560,638,87,0
"1574031","County",2020-05-21,49,"UT",49017,"Garfield County",2321,2759,8623,4078,1754,296,328,1568,259,220,105,0,15
"1574032","County",2020-05-21,49,"UT",49019,"Grand County",2169,7595,40041,15416,9429,3443,2736,2976,5033,221,787,0,0
"1574033","County",2020-05-21,49,"UT",49021,"Iron County",11721,41054,237774,64550,63158,31517,33611,21494,13645,6308,2807,606,78
"1574034","County",2020-05-21,49,"UT",49023,"Juab County",2197,9358,46668,11662,10612,4300,3984,7028,5156,2856,795,246,29
"1574035","County",2020-05-21,49,"UT",49025,"Kane County",2221,5488,35647,9709,6303,4381,2876,9260,865,1807,417,29,0
"1574036","County",2020-05-21,49,"UT",49027,"Millard County",2365,10641,59340,14540,16717,6020,9771,5752,2931,2178,1265,166,0
"1574037","County",2020-05-21,49,"UT",49029,"Morgan County",1729,10316,50250,6434,14015,10688,3950,10562,2373,1641,530,0,57
"1574038","County",2020-05-21,49,"UT",49031,"Piute County",301,1144,8175,1387,641,75,2026,2020,1454,332,240,0,0
